"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Baseline Date Range","Baseline Mean Travel Time (Seconds)","Baseline Range - Lower Bound Travel Time (Seconds)","Baseline Range - Upper Bound Travel Time (Seconds)","Comparison Date Range","Comparison Mean Travel Time (Seconds)","Comparison Range - Lower Bound Travel Time (Seconds)","Comparison Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","1280","300 Church Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",276,194,392,"3/1/2020 - 3/8/2020, Every day, Daily Average",353,245,507
"1277","300 Hayes Street, Civic Center, San Francisco","1281","700 Guerrero Street, Mission Dolores, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",320,238,429,"3/1/2020 - 3/8/2020, Every day, Daily Average",445,327,604
"1277","300 Hayes Street, Civic Center, San Francisco","1282","1600 Church Street, Noe Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",625,473,825,"3/1/2020 - 3/8/2020, Every day, Daily Average",790,612,1019
"1277","300 Hayes Street, Civic Center, San Francisco","1291","1500 Balboa Street, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",544,438,675,"3/1/2020 - 3/8/2020, Every day, Daily Average",723,541,964
"1277","300 Hayes Street, Civic Center, San Francisco","1292","1300 Wright Loop, Presidio, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",629,499,792,"3/1/2020 - 3/8/2020, Every day, Daily Average",823,605,1118
"1277","300 Hayes Street, Civic Center, San Francisco","1293","400 Moraga Street, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",577,481,692,"3/1/2020 - 3/8/2020, Every day, Daily Average",777,573,1051
"1277","300 Hayes Street, Civic Center, San Francisco","1294","600 Panorama Drive, Midtown Terrace, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",672,548,823,"3/1/2020 - 3/8/2020, Every day, Daily Average",926,717,1195
"1277","300 Hayes Street, Civic Center, San Francisco","1295","0 Avoca Alley, West of Twin Peaks, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",655,522,821,"3/1/2020 - 3/8/2020, Every day, Daily Average",1061,790,1424
"1277","300 Hayes Street, Civic Center, San Francisco","1296","1300 22nd Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",541,453,645,"3/1/2020 - 3/8/2020, Every day, Daily Average",739,544,1003
"1277","300 Hayes Street, Civic Center, San Francisco","1297","100 Font Boulevard, Lakeshore, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",851,669,1082,"3/1/2020 - 3/8/2020, Every day, Daily Average",1172,867,1582
"1277","300 Hayes Street, Civic Center, San Francisco","1298","200 3rd Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",511,436,598,"3/1/2020 - 3/8/2020, Every day, Daily Average",665,509,868
"1277","300 Hayes Street, Civic Center, San Francisco","1299","8700 Mission Rock Street, South of Market, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",382,279,522,"3/1/2020 - 3/8/2020, Every day, Daily Average",576,398,831
"1277","300 Hayes Street, Civic Center, San Francisco","1300","200 John F Kennedy Drive, Golden Gate Park, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",288,200,413,"3/1/2020 - 3/8/2020, Every day, Daily Average",409,256,652
"1277","300 Hayes Street, Civic Center, San Francisco","1302","Tasman Drive, Santa Clara","3/22/2020 - 3/29/2020, Every day, Daily Average",2347,2119,2598,"3/1/2020 - 3/8/2020, Every day, Daily Average",2892,2297,3640
"1277","300 Hayes Street, Civic Center, San Francisco","1304","2300 Lafayette Street, Santa Clara","3/22/2020 - 3/29/2020, Every day, Daily Average",2488,2214,2795,"3/1/2020 - 3/8/2020, Every day, Daily Average",2960,2389,3666
"1277","300 Hayes Street, Civic Center, San Francisco","1339","700 San Juan Drive, San Miguel, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2376,2184,2584,"3/1/2020 - 3/8/2020, Every day, Daily Average",2942,2293,3773
"1277","300 Hayes Street, Civic Center, San Francisco","1437","200 Knowles Avenue, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",660,534,815,"3/1/2020 - 3/8/2020, Every day, Daily Average",950,673,1339
"1277","300 Hayes Street, Civic Center, San Francisco","1438","300 87th Street, St. Francis, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",682,545,853,"3/1/2020 - 3/8/2020, Every day, Daily Average",912,664,1250
"1277","300 Hayes Street, Civic Center, San Francisco","1443","100 Serramonte Boulevard, Serramonte, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",772,627,949,"3/1/2020 - 3/8/2020, Every day, Daily Average",1027,750,1405
"1277","300 Hayes Street, Civic Center, San Francisco","1446","700 Larch Avenue, Paradise Valley, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",806,722,898,"3/1/2020 - 3/8/2020, Every day, Daily Average",1072,828,1387
"1277","300 Hayes Street, Civic Center, San Francisco","1448","300 Baden Avenue, Downtown, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",768,681,865,"3/1/2020 - 3/8/2020, Every day, Daily Average",1052,795,1390
"1277","300 Hayes Street, Civic Center, San Francisco","1449","500 Forbes Boulevard, The East Side, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",697,542,895,"3/1/2020 - 3/8/2020, Every day, Daily Average",857,663,1106
"1277","300 Hayes Street, Civic Center, San Francisco","1450","0 Brookhaven Court, Fairmont, Pacifica","3/22/2020 - 3/29/2020, Every day, Daily Average",838,737,951,"3/1/2020 - 3/8/2020, Every day, Daily Average",1135,806,1598
"1277","300 Hayes Street, Civic Center, San Francisco","1454","300 East 28th Avenue, South San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1297,1128,1491,"3/1/2020 - 3/8/2020, Every day, Daily Average",1676,1260,2228
"1277","300 Hayes Street, Civic Center, San Francisco","1455","1800 Helene Court, East San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1176,1009,1370,"3/1/2020 - 3/8/2020, Every day, Daily Average",1435,1130,1821
"1277","300 Hayes Street, Civic Center, San Francisco","1457","1500 Donner Avenue, San Bruno","3/22/2020 - 3/29/2020, Every day, Daily Average",946,861,1038,"3/1/2020 - 3/8/2020, Every day, Daily Average",1254,982,1600
"1277","300 Hayes Street, Civic Center, San Francisco","1460","400 Williams Place, Central San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1479,1184,1847,"3/1/2020 - 3/8/2020, Every day, Daily Average",1534,1255,1874
"1277","300 Hayes Street, Civic Center, San Francisco","1461","200 North Fremont Street, Central San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1129,1012,1258,"3/1/2020 - 3/8/2020, Every day, Daily Average",1426,1105,1839
"1277","300 Hayes Street, Civic Center, San Francisco","1464","200 Cupertino Way, South San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1334,1181,1506,"3/1/2020 - 3/8/2020, Every day, Daily Average",1725,1317,2258
"1277","300 Hayes Street, Civic Center, San Francisco","1472","200 Oakhurst Place, Suburban Park - Lorelei Manor - Flood Park Triangle, Menlo Park","3/22/2020 - 3/29/2020, Every day, Daily Average",1708,1593,1830,"3/1/2020 - 3/8/2020, Every day, Daily Average",2130,1727,2626
"1277","300 Hayes Street, Civic Center, San Francisco","1498","1100 Park Avenue, Emeryville","3/22/2020 - 3/29/2020, Every day, Daily Average",763,641,907,"3/1/2020 - 3/8/2020, Every day, Daily Average",1189,827,1708
"1277","300 Hayes Street, Civic Center, San Francisco","1504","5800 Christie Avenue, Emeryville","3/22/2020 - 3/29/2020, Every day, Daily Average",752,635,890,"3/1/2020 - 3/8/2020, Every day, Daily Average",1007,725,1398
"1277","300 Hayes Street, Civic Center, San Francisco","1512","2000 Essex Street, South Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",998,872,1141,"3/1/2020 - 3/8/2020, Every day, Daily Average",1455,1049,2016
"1277","300 Hayes Street, Civic Center, San Francisco","1513","Dwight D. Eisenhower Highway, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",840,704,1001,"3/1/2020 - 3/8/2020, Every day, Daily Average",1121,812,1546
"1277","300 Hayes Street, Civic Center, San Francisco","1518","1300 67th Street, Southwest Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",924,830,1028,"3/1/2020 - 3/8/2020, Every day, Daily Average",1134,835,1539
"1277","300 Hayes Street, Civic Center, San Francisco","1519","2600 99th Avenue, Toler Heights, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1264,1170,1365,"3/1/2020 - 3/8/2020, Every day, Daily Average",1595,1213,2096
"1277","300 Hayes Street, Civic Center, San Francisco","1528","6400 Gwin Road, Merriewood, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",971,824,1143,"3/1/2020 - 3/8/2020, Every day, Daily Average",1267,954,1682
"1277","300 Hayes Street, Civic Center, San Francisco","1534","600 East 8th Street, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",984,806,1199,"3/1/2020 - 3/8/2020, Every day, Daily Average",1212,875,1676
"1277","300 Hayes Street, Civic Center, San Francisco","1536","2900 Sheffield Avenue, Reservoir Hills, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",980,850,1128,"3/1/2020 - 3/8/2020, Every day, Daily Average",1238,922,1661
"1277","300 Hayes Street, Civic Center, San Francisco","1537","3200 Suter Street, Upper Peralta Creek, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1030,892,1189,"3/1/2020 - 3/8/2020, Every day, Daily Average",1293,967,1728
"1277","300 Hayes Street, Civic Center, San Francisco","1545","1300 Willow Avenue, Hercules","3/22/2020 - 3/29/2020, Every day, Daily Average",1576,1335,1859,"3/1/2020 - 3/8/2020, Every day, Daily Average",2013,1455,2783
"1277","300 Hayes Street, Civic Center, San Francisco","1546","5400 Sobrante Avenue, El Sobrante","3/22/2020 - 3/29/2020, Every day, Daily Average",1349,749,2428,"3/1/2020 - 3/8/2020, Every day, Daily Average",1887,1350,2637
"1277","300 Hayes Street, Civic Center, San Francisco","1547","2600 Brian Road, San Pablo","3/22/2020 - 3/29/2020, Every day, Daily Average",1361,1173,1578,"3/1/2020 - 3/8/2020, Every day, Daily Average",1926,1358,2730
"1277","300 Hayes Street, Civic Center, San Francisco","1559","500 Embarcadero West, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",894,719,1111,"3/1/2020 - 3/8/2020, Every day, Daily Average",1098,791,1523
"1277","300 Hayes Street, Civic Center, San Francisco","1570","0 Tehan Canyon Road, Pleasanton","3/22/2020 - 3/29/2020, Every day, Daily Average",1941,1797,2095,"3/1/2020 - 3/8/2020, Every day, Daily Average",2221,1817,2713
"1277","300 Hayes Street, Civic Center, San Francisco","1577","800 West Tower Avenue, Alameda","3/22/2020 - 3/29/2020, Every day, Daily Average",1108,1026,1195,"3/1/2020 - 3/8/2020, Every day, Daily Average",1531,1198,1956
"1277","300 Hayes Street, Civic Center, San Francisco","1608","1100 Studebaker Road, Saranap, Walnut Creek","3/22/2020 - 3/29/2020, Every day, Daily Average",1446,1346,1552,"3/1/2020 - 3/8/2020, Every day, Daily Average",1829,1436,2328
"1277","300 Hayes Street, Civic Center, San Francisco","1629","500 Peru Avenue, Excelsior, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",551,451,673,"3/1/2020 - 3/8/2020, Every day, Daily Average",804,522,1236
"1277","300 Hayes Street, Civic Center, San Francisco","1630","800 Bacon Street, Excelsior, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",491,412,585,"3/1/2020 - 3/8/2020, Every day, Daily Average",793,548,1146
"1277","300 Hayes Street, Civic Center, San Francisco","1639","0 Curtis Street, Crocker-Amazon, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",753,653,867,"3/1/2020 - 3/8/2020, Every day, Daily Average",1092,809,1473
"1277","300 Hayes Street, Civic Center, San Francisco","1646","100 Murray Street, Bernal Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",406,325,506,"3/1/2020 - 3/8/2020, Every day, Daily Average",601,415,870
"1277","300 Hayes Street, Civic Center, San Francisco","1647","500 Brunswick Street, Crocker-Amazon, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",753,639,886,"3/1/2020 - 3/8/2020, Every day, Daily Average",1055,808,1376
"1277","300 Hayes Street, Civic Center, San Francisco","1648","Historic Trail, Inner Sunset, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",481,337,685,"3/1/2020 - 3/8/2020, Every day, Daily Average",654,480,890
"1277","300 Hayes Street, Civic Center, San Francisco","1649","1300 10th Avenue, Inner Sunset, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",428,355,514,"3/1/2020 - 3/8/2020, Every day, Daily Average",595,440,803
"1277","300 Hayes Street, Civic Center, San Francisco","1650","1900 16th Avenue, Inner Sunset, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",689,587,808,"3/1/2020 - 3/8/2020, Every day, Daily Average",946,714,1253
"1277","300 Hayes Street, Civic Center, San Francisco","1651","600 39th Street, North & East, Richmond","3/22/2020 - 3/29/2020, Every day, Daily Average",1102,930,1304,"3/1/2020 - 3/8/2020, Every day, Daily Average",1569,1103,2231
"1277","300 Hayes Street, Civic Center, San Francisco","1655","100 South 35th Street, Pullman, Richmond","3/22/2020 - 3/29/2020, Every day, Daily Average",1049,830,1325,"3/1/2020 - 3/8/2020, Every day, Daily Average",1509,1071,2125
"1277","300 Hayes Street, Civic Center, San Francisco","1674","200 Hyde Street, Tenderloin, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",250,160,389,"3/1/2020 - 3/8/2020, Every day, Daily Average",315,201,493
"1277","300 Hayes Street, Civic Center, San Francisco","1677","200 Funston Road, Marina District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",401,298,538,"3/1/2020 - 3/8/2020, Every day, Daily Average",561,401,784
"1277","300 Hayes Street, Civic Center, San Francisco","1682","700 Haight Street, Lower Haight, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",244,152,390,"3/1/2020 - 3/8/2020, Every day, Daily Average",325,199,528
"1277","300 Hayes Street, Civic Center, San Francisco","1686","0 The Embarcadero, North Beach, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",600,484,743,"3/1/2020 - 3/8/2020, Every day, Daily Average",878,621,1240
"1277","300 Hayes Street, Civic Center, San Francisco","1687","1400 Powell Street, Russian Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",411,318,529,"3/1/2020 - 3/8/2020, Every day, Daily Average",593,418,839
"1277","300 Hayes Street, Civic Center, San Francisco","1688","1100 Taylor Street, Nob Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",385,303,488,"3/1/2020 - 3/8/2020, Every day, Daily Average",556,378,817
"1277","300 Hayes Street, Civic Center, San Francisco","1689","200 Sutter Street, Financial District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",434,304,618,"3/1/2020 - 3/8/2020, Every day, Daily Average",622,416,929
"1277","300 Hayes Street, Civic Center, San Francisco","1690","900 Pine Street, Lower Nob Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",351,245,501,"3/1/2020 - 3/8/2020, Every day, Daily Average",493,331,732
"1277","300 Hayes Street, Civic Center, San Francisco","1691","200 O'Farrell Street, Tenderloin, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",340,236,488,"3/1/2020 - 3/8/2020, Every day, Daily Average",457,308,676
"1277","300 Hayes Street, Civic Center, San Francisco","1692","800 Mission Street, South of Market, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",173,99,301,"3/1/2020 - 3/8/2020, Every day, Daily Average",234,130,418
"1277","300 Hayes Street, Civic Center, San Francisco","1694","700 Folsom Street, South of Market, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",397,307,511,"3/1/2020 - 3/8/2020, Every day, Daily Average",612,423,884
"1277","300 Hayes Street, Civic Center, San Francisco","1695","5th Street, Treasure Island, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",459,359,586,"3/1/2020 - 3/8/2020, Every day, Daily Average",689,449,1056
"1277","300 Hayes Street, Civic Center, San Francisco","1696","4700 18th Street, Eureka Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",506,397,643,"3/1/2020 - 3/8/2020, Every day, Daily Average",618,467,817
"1277","300 Hayes Street, Civic Center, San Francisco","1697","400 Burnett Avenue, Twin Peaks, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",581,475,709,"3/1/2020 - 3/8/2020, Every day, Daily Average",763,563,1032
"1277","300 Hayes Street, Civic Center, San Francisco","1698","3500 20th Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",295,223,389,"3/1/2020 - 3/8/2020, Every day, Daily Average",378,278,513
"1277","300 Hayes Street, Civic Center, San Francisco","1699","900 Sanchez Street, Dolores Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",528,419,664,"3/1/2020 - 3/8/2020, Every day, Daily Average",620,476,807
"1277","300 Hayes Street, Civic Center, San Francisco","1700","3900 25th Street, Noe Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",612,480,779,"3/1/2020 - 3/8/2020, Every day, Daily Average",709,547,917
"1277","300 Hayes Street, Civic Center, San Francisco","1701","600 28th Street, Noe Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",673,597,758,"3/1/2020 - 3/8/2020, Every day, Daily Average",869,697,1082
"1277","300 Hayes Street, Civic Center, San Francisco","1702","100 Randall Street, Glen Park, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",682,549,847,"3/1/2020 - 3/8/2020, Every day, Daily Average",934,708,1231
"1277","300 Hayes Street, Civic Center, San Francisco","1703","2600 21st Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",256,187,350,"3/1/2020 - 3/8/2020, Every day, Daily Average",371,245,560
"1277","300 Hayes Street, Civic Center, San Francisco","1704","2900 24th Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",378,279,511,"3/1/2020 - 3/8/2020, Every day, Daily Average",554,392,781
"1277","300 Hayes Street, Civic Center, San Francisco","1705","0 Conkling Street, Silver Terrace, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",529,390,717,"3/1/2020 - 3/8/2020, Every day, Daily Average",774,538,1111
"1277","300 Hayes Street, Civic Center, San Francisco","1706","700 Bernal Heights Boulevard, Bernal Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",474,338,664,"3/1/2020 - 3/8/2020, Every day, Daily Average",644,466,888
"1277","300 Hayes Street, Civic Center, San Francisco","1707","100 Appleton Avenue, Bernal Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",575,468,705,"3/1/2020 - 3/8/2020, Every day, Daily Average",906,663,1238
"1277","300 Hayes Street, Civic Center, San Francisco","1710","100 Morningside Drive, Lakeshore, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1275,1001,1622,"3/1/2020 - 3/8/2020, Every day, Daily Average",1377,1076,1760
"1277","300 Hayes Street, Civic Center, San Francisco","1718","300 Arballo Drive, Lakeshore, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",912,725,1145,"3/1/2020 - 3/8/2020, Every day, Daily Average",1274,964,1682
"1277","300 Hayes Street, Civic Center, San Francisco","1720","2200 47th Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1018,883,1173,"3/1/2020 - 3/8/2020, Every day, Daily Average",1329,1064,1659
"1277","300 Hayes Street, Civic Center, San Francisco","1721","Bayfront Expressway, Menlo Park","3/22/2020 - 3/29/2020, Every day, Daily Average",1693,1525,1878,"3/1/2020 - 3/8/2020, Every day, Daily Average",2115,1663,2689
"1277","300 Hayes Street, Civic Center, San Francisco","1722","200 9th Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",587,514,670,"3/1/2020 - 3/8/2020, Every day, Daily Average",769,572,1032
"1277","300 Hayes Street, Civic Center, San Francisco","1724","2200 Euclid Avenue, East Palo Alto","3/22/2020 - 3/29/2020, Every day, Daily Average",1775,1603,1964,"3/1/2020 - 3/8/2020, Every day, Daily Average",2172,1719,2744
"1277","300 Hayes Street, Civic Center, San Francisco","1728","800 Easton Avenue, San Bruno","3/22/2020 - 3/29/2020, Every day, Daily Average",1020,811,1281,"3/1/2020 - 3/8/2020, Every day, Daily Average",1376,1023,1850
"1277","300 Hayes Street, Civic Center, San Francisco","1729","1500 Adrian Road, Ingold - Milldale, Burlingame","3/22/2020 - 3/29/2020, Every day, Daily Average",986,757,1282,"3/1/2020 - 3/8/2020, Every day, Daily Average",1194,934,1525
"1277","300 Hayes Street, Civic Center, San Francisco","1730","0 Park Lane, Brisbane","3/22/2020 - 3/29/2020, Every day, Daily Average",553,431,708,"3/1/2020 - 3/8/2020, Every day, Daily Average",701,520,943
"1277","300 Hayes Street, Civic Center, San Francisco","1731","0 Orange Court, Hillside, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",905,765,1069,"3/1/2020 - 3/8/2020, Every day, Daily Average",1298,972,1732
"1277","300 Hayes Street, Civic Center, San Francisco","1732","0 Longview Drive, Westlake, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",835,691,1007,"3/1/2020 - 3/8/2020, Every day, Daily Average",1115,796,1561
"1277","300 Hayes Street, Civic Center, San Francisco","1739","0 Reiner Street, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",745,560,990,"3/1/2020 - 3/8/2020, Every day, Daily Average",997,706,1407
"1277","300 Hayes Street, Civic Center, San Francisco","1740","800 Campus Drive, Serramonte, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",802,696,923,"3/1/2020 - 3/8/2020, Every day, Daily Average",1059,769,1457
"1277","300 Hayes Street, Civic Center, San Francisco","1741","200 Morton Drive, Serramonte, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",910,804,1028,"3/1/2020 - 3/8/2020, Every day, Daily Average",1220,937,1587
"1277","300 Hayes Street, Civic Center, San Francisco","1743","600 San Bruno Avenue East, San Bruno","3/22/2020 - 3/29/2020, Every day, Daily Average",821,691,974,"3/1/2020 - 3/8/2020, Every day, Daily Average",987,781,1245
"1277","300 Hayes Street, Civic Center, San Francisco","1744","1200 Helen Drive, Millbrae","3/22/2020 - 3/29/2020, Every day, Daily Average",986,918,1058,"3/1/2020 - 3/8/2020, Every day, Daily Average",1322,1054,1657
"1277","300 Hayes Street, Civic Center, San Francisco","1745","Ed Taylor Trail, Burlingame Hills, Burlingame","3/22/2020 - 3/29/2020, Every day, Daily Average",1120,932,1345,"3/1/2020 - 3/8/2020, Every day, Daily Average",1424,1140,1777
"1277","300 Hayes Street, Civic Center, San Francisco","1746","600 North Delaware Street, Central San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1159,942,1424,"3/1/2020 - 3/8/2020, Every day, Daily Average",1386,1078,1781
"1277","300 Hayes Street, Civic Center, San Francisco","1747","1700 Coyote Point Drive, Shoreview, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1115,943,1317,"3/1/2020 - 3/8/2020, Every day, Daily Average",1353,1067,1714
"1277","300 Hayes Street, Civic Center, San Francisco","1755","3000 Los Prados Street, East San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1281,1116,1470,"3/1/2020 - 3/8/2020, Every day, Daily Average",1601,1245,2058
"1277","300 Hayes Street, Civic Center, San Francisco","1764","300 26th Avenue, Central Richmond, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",750,655,857,"3/1/2020 - 3/8/2020, Every day, Daily Average",983,763,1265
"1277","300 Hayes Street, Civic Center, San Francisco","1768","800 Balboa Street, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",469,367,598,"3/1/2020 - 3/8/2020, Every day, Daily Average",622,464,833
"1277","300 Hayes Street, Civic Center, San Francisco","1770","1800 32nd Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",805,691,936,"3/1/2020 - 3/8/2020, Every day, Daily Average",1013,778,1318
"1277","300 Hayes Street, Civic Center, San Francisco","1771","0 Lopez Avenue, West of Twin Peaks, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",765,594,984,"3/1/2020 - 3/8/2020, Every day, Daily Average",1030,772,1373
"1277","300 Hayes Street, Civic Center, San Francisco","1772","0 Rockaway Avenue, West of Twin Peaks, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",743,665,829,"3/1/2020 - 3/8/2020, Every day, Daily Average",1068,836,1362
"1277","300 Hayes Street, Civic Center, San Francisco","1773","0 Majestic Avenue, Ingleside, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",522,438,620,"3/1/2020 - 3/8/2020, Every day, Daily Average",747,531,1049
