"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Baseline Date Range","Baseline Mean Travel Time (Seconds)","Baseline Range - Lower Bound Travel Time (Seconds)","Baseline Range - Upper Bound Travel Time (Seconds)","Comparison Date Range","Comparison Mean Travel Time (Seconds)","Comparison Range - Lower Bound Travel Time (Seconds)","Comparison Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","1774","200 Byxbee Street, Oceanview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",846,737,970,"3/1/2020 - 3/8/2020, Every day, Daily Average",1158,852,1573
"1277","300 Hayes Street, Civic Center, San Francisco","1775","100 Farallones Street, Oceanview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",570,442,733,"3/1/2020 - 3/8/2020, Every day, Daily Average",802,577,1114
"1277","300 Hayes Street, Civic Center, San Francisco","1776","1800 25th Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",744,602,918,"3/1/2020 - 3/8/2020, Every day, Daily Average",966,735,1268
"1277","300 Hayes Street, Civic Center, San Francisco","1777","7100 Geary Boulevard, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",686,592,794,"3/1/2020 - 3/8/2020, Every day, Daily Average",899,699,1155
"1277","300 Hayes Street, Civic Center, San Francisco","1778","7700 Geary Boulevard, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",799,720,885,"3/1/2020 - 3/8/2020, Every day, Daily Average",1027,807,1306
"1277","300 Hayes Street, Civic Center, San Francisco","1779","500 John Muir Drive, Lakeshore, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",849,661,1088,"3/1/2020 - 3/8/2020, Every day, Daily Average",1240,905,1697
"1277","300 Hayes Street, Civic Center, San Francisco","1780","1600 McKinnon Avenue, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",567,449,714,"3/1/2020 - 3/8/2020, Every day, Daily Average",803,581,1109
"1277","300 Hayes Street, Civic Center, San Francisco","1781","1100 Carolina Street, Potrero Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",294,210,410,"3/1/2020 - 3/8/2020, Every day, Daily Average",414,277,618
"1277","300 Hayes Street, Civic Center, San Francisco","1783","1500 Mansell Street, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",589,486,712,"3/1/2020 - 3/8/2020, Every day, Daily Average",903,621,1312
"1277","300 Hayes Street, Civic Center, San Francisco","1831","1100 East Arques Avenue, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2383,2170,2616,"3/1/2020 - 3/8/2020, Every day, Daily Average",2919,2305,3696
"1277","300 Hayes Street, Civic Center, San Francisco","1833","500 Logue Avenue, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",2099,1933,2278,"3/1/2020 - 3/8/2020, Every day, Daily Average",2665,2075,3422
"1277","300 Hayes Street, Civic Center, San Francisco","1851","100 Primrose Way, Duveneck - St. Francis, Palo Alto","3/22/2020 - 3/29/2020, Every day, Daily Average",1876,1750,2010,"3/1/2020 - 3/8/2020, Every day, Daily Average",2170,1824,2581
"1277","300 Hayes Street, Civic Center, San Francisco","1944","700 Girard Street, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",431,320,578,"3/1/2020 - 3/8/2020, Every day, Daily Average",568,403,800
"1277","300 Hayes Street, Civic Center, San Francisco","1951","400 Delta Street, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",601,511,705,"3/1/2020 - 3/8/2020, Every day, Daily Average",925,655,1304
"1277","300 Hayes Street, Civic Center, San Francisco","2022","200 Clearview Drive, Vallejo","3/22/2020 - 3/29/2020, Every day, Daily Average",1558,633,3830,"3/1/2020 - 3/8/2020, Every day, Daily Average",2094,1640,2672
"1277","300 Hayes Street, Civic Center, San Francisco","2023","0 Midway Street, Vallejo","3/22/2020 - 3/29/2020, Every day, Daily Average",1688,1013,2812,"3/1/2020 - 3/8/2020, Every day, Daily Average",2193,1713,2806
"1277","300 Hayes Street, Civic Center, San Francisco","2121","2900 Kerner Boulevard, San Rafael","3/22/2020 - 3/29/2020, Every day, Daily Average",1308,1185,1443,"3/1/2020 - 3/8/2020, Every day, Daily Average",1725,1330,2236
"1277","300 Hayes Street, Civic Center, San Francisco","2127","0 Hamilton Drive, Mill Valley","3/22/2020 - 3/29/2020, Every day, Daily Average",1117,910,1370,"3/1/2020 - 3/8/2020, Every day, Daily Average",1299,1083,1557
"1277","300 Hayes Street, Civic Center, San Francisco","2132","300 Vista Grande, Greenbrae, Kentfield","3/22/2020 - 3/29/2020, Every day, Daily Average",1267,1154,1389,"3/1/2020 - 3/8/2020, Every day, Daily Average",1600,1306,1959
"1277","300 Hayes Street, Civic Center, San Francisco","2133","600 Manzanita Avenue, Corte Madera","3/22/2020 - 3/29/2020, Every day, Daily Average",1257,1028,1535,"3/1/2020 - 3/8/2020, Every day, Daily Average",1461,1192,1790
"1277","300 Hayes Street, Civic Center, San Francisco","2136","300 Carrera Drive, Mill Valley","3/22/2020 - 3/29/2020, Every day, Daily Average",1027,813,1297,"3/1/2020 - 3/8/2020, Every day, Daily Average",1206,1005,1446
"1277","300 Hayes Street, Civic Center, San Francisco","2137","0 West Harbor Drive, Sausalito","3/22/2020 - 3/29/2020, Every day, Daily Average",987,819,1189,"3/1/2020 - 3/8/2020, Every day, Daily Average",1151,953,1389
"1277","300 Hayes Street, Civic Center, San Francisco","2155","3100 North Shoreline Boulevard, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",1932,1731,2155,"3/1/2020 - 3/8/2020, Every day, Daily Average",2358,1846,3010
"1277","300 Hayes Street, Civic Center, San Francisco","2169","1000 Liege Terrace, Morse Park, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2224,2008,2463,"3/1/2020 - 3/8/2020, Every day, Daily Average",2771,2169,3539
"1277","300 Hayes Street, Civic Center, San Francisco","2170","2500 Junction Avenue, North San Jose, San Jose","3/22/2020 - 3/29/2020, Every day, Daily Average",2755,2058,3687,"3/1/2020 - 3/8/2020, Every day, Daily Average",2978,2384,3718
"1277","300 Hayes Street, Civic Center, San Francisco","2171","1400 Airport Boulevard, North San Jose, San Jose","3/22/2020 - 3/29/2020, Every day, Daily Average",2757,2086,3642,"3/1/2020 - 3/8/2020, Every day, Daily Average",2952,2430,3584
"1277","300 Hayes Street, Civic Center, San Francisco","2187","4200 Middle Harbor Road, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",750,646,870,"3/1/2020 - 3/8/2020, Every day, Daily Average",955,699,1304
"1277","300 Hayes Street, Civic Center, San Francisco","2213","800 40th Street, Longfellow, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",778,651,928,"3/1/2020 - 3/8/2020, Every day, Daily Average",1088,779,1517
"1277","300 Hayes Street, Civic Center, San Francisco","2215","1500 East 31st Street, Tuxedo, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",958,823,1114,"3/1/2020 - 3/8/2020, Every day, Daily Average",1213,898,1637
"1277","300 Hayes Street, Civic Center, San Francisco","2218","5300 Underwood Avenue, Mills College, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1083,989,1185,"3/1/2020 - 3/8/2020, Every day, Daily Average",1389,1041,1852
"1277","300 Hayes Street, Civic Center, San Francisco","2231","100 Garden Lane, Millbrae","3/22/2020 - 3/29/2020, Every day, Daily Average",933,786,1106,"3/1/2020 - 3/8/2020, Every day, Daily Average",1135,890,1447
"1277","300 Hayes Street, Civic Center, San Francisco","2244","0 Crystal Springs Terrace, Hillsborough Park, Hillsborough","3/22/2020 - 3/29/2020, Every day, Daily Average",1258,1149,1376,"3/1/2020 - 3/8/2020, Every day, Daily Average",1628,1312,2020
"1277","300 Hayes Street, Civic Center, San Francisco","2247","J. Arthur Younger Freeway, Foster City","3/22/2020 - 3/29/2020, Every day, Daily Average",1374,1220,1546,"3/1/2020 - 3/8/2020, Every day, Daily Average",1770,1389,2254
"1277","300 Hayes Street, Civic Center, San Francisco","2281","0 Corte Palos Verdes, Tiburon, Belvedere Tiburon","3/22/2020 - 3/29/2020, Every day, Daily Average",1149,832,1584,"3/1/2020 - 3/8/2020, Every day, Daily Average",1361,1133,1633
"1277","300 Hayes Street, Civic Center, San Francisco","2308","300 Fremont Street, South of Market, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",372,261,528,"3/1/2020 - 3/8/2020, Every day, Daily Average",611,387,962
"1277","300 Hayes Street, Civic Center, San Francisco","2311","2700 Larkin Street, Russian Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",376,287,491,"3/1/2020 - 3/8/2020, Every day, Daily Average",541,380,770
"1277","300 Hayes Street, Civic Center, San Francisco","2312","2100 Webster Street, Pacific Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",309,239,398,"3/1/2020 - 3/8/2020, Every day, Daily Average",489,328,726
"1277","300 Hayes Street, Civic Center, San Francisco","2313","1300 Webster Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",266,159,443,"3/1/2020 - 3/8/2020, Every day, Daily Average",315,203,487
"1277","300 Hayes Street, Civic Center, San Francisco","2314","300 Waller Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",203,132,311,"3/1/2020 - 3/8/2020, Every day, Daily Average",233,151,359
"1277","300 Hayes Street, Civic Center, San Francisco","2315","0 Duboce Avenue, South of Market, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",132,82,211,"3/1/2020 - 3/8/2020, Every day, Daily Average",191,113,321
"1277","300 Hayes Street, Civic Center, San Francisco","2316","2800 Folsom Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",426,318,569,"3/1/2020 - 3/8/2020, Every day, Daily Average",593,433,811
"1277","300 Hayes Street, Civic Center, San Francisco","2317","100 Coleridge Street, Bernal Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",584,442,771,"3/1/2020 - 3/8/2020, Every day, Daily Average",749,565,991
"1277","300 Hayes Street, Civic Center, San Francisco","2318","100 Santa Rosa Avenue, Outer Mission, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",463,373,573,"3/1/2020 - 3/8/2020, Every day, Daily Average",676,469,973
"1277","300 Hayes Street, Civic Center, San Francisco","2319","300 Lisbon Street, Excelsior, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",628,517,761,"3/1/2020 - 3/8/2020, Every day, Daily Average",880,657,1177
"1277","300 Hayes Street, Civic Center, San Francisco","2320","300 Argonaut Avenue, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",677,550,833,"3/1/2020 - 3/8/2020, Every day, Daily Average",1107,779,1572
"1277","300 Hayes Street, Civic Center, San Francisco","2321","400 Irving Street, Inner Sunset, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",409,320,522,"3/1/2020 - 3/8/2020, Every day, Daily Average",567,405,792
"1277","300 Hayes Street, Civic Center, San Francisco","2322","100 Eastwood Drive, West of Twin Peaks, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",636,518,779,"3/1/2020 - 3/8/2020, Every day, Daily Average",918,660,1276
"1277","300 Hayes Street, Civic Center, San Francisco","2323","2600 40th Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1054,892,1244,"3/1/2020 - 3/8/2020, Every day, Daily Average",1252,958,1634
"1277","300 Hayes Street, Civic Center, San Francisco","2330","0 Peoria Street, Crocker, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",774,574,1041,"3/1/2020 - 3/8/2020, Every day, Daily Average",1102,839,1446
"1277","300 Hayes Street, Civic Center, San Francisco","2332","2700 Adeline Street, South Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1114,993,1249,"3/1/2020 - 3/8/2020, Every day, Daily Average",1523,1107,2093
"1277","300 Hayes Street, Civic Center, San Francisco","2340","0 Mason Street, Tenderloin, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",373,245,566,"3/1/2020 - 3/8/2020, Every day, Daily Average",464,296,726
"1277","300 Hayes Street, Civic Center, San Francisco","2343","West Point Road, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",677,557,822,"3/1/2020 - 3/8/2020, Every day, Daily Average",965,708,1313
"1277","300 Hayes Street, Civic Center, San Francisco","2344","600 3rd Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",423,346,516,"3/1/2020 - 3/8/2020, Every day, Daily Average",562,421,749
"1277","300 Hayes Street, Civic Center, San Francisco","2347","1500 3rd Avenue, East Lake, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1089,982,1206,"3/1/2020 - 3/8/2020, Every day, Daily Average",1514,1073,2134
"1277","300 Hayes Street, Civic Center, San Francisco","2348","7700 Sunkist Drive, Eastmont Hills, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1150,1047,1262,"3/1/2020 - 3/8/2020, Every day, Daily Average",1476,1101,1977
"1277","300 Hayes Street, Civic Center, San Francisco","2349","1600 Ward Street, South Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1056,899,1239,"3/1/2020 - 3/8/2020, Every day, Daily Average",1300,946,1785
"1277","300 Hayes Street, Civic Center, San Francisco","2367","0 Los Norrabos, El Toyonal, Orinda","3/22/2020 - 3/29/2020, Every day, Daily Average",1082,931,1257,"3/1/2020 - 3/8/2020, Every day, Daily Average",1391,1055,1832
"1277","300 Hayes Street, Civic Center, San Francisco","2409","4300 Hacienda Drive, Pleasanton","3/22/2020 - 3/29/2020, Every day, Daily Average",2191,2030,2364,"3/1/2020 - 3/8/2020, Every day, Daily Average",2511,2073,3041
"1277","300 Hayes Street, Civic Center, San Francisco","2423","21800 Tanglewood Drive, Castro Valley","3/22/2020 - 3/29/2020, Every day, Daily Average",1604,1479,1738,"3/1/2020 - 3/8/2020, Every day, Daily Average",1928,1519,2446
"1277","300 Hayes Street, Civic Center, San Francisco","2437","3200 38th Avenue, Allendale, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1036,937,1145,"3/1/2020 - 3/8/2020, Every day, Daily Average",1330,995,1777
"1277","300 Hayes Street, Civic Center, San Francisco","2441","100 Octavia Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",61,24,151,"3/1/2020 - 3/8/2020, Every day, Daily Average",97,42,223
"1277","300 Hayes Street, Civic Center, San Francisco","2442","2800 Mission Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",420,310,567,"3/1/2020 - 3/8/2020, Every day, Daily Average",526,396,696
"1277","300 Hayes Street, Civic Center, San Francisco","2443","500 22nd Street, Potrero Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",456,346,599,"3/1/2020 - 3/8/2020, Every day, Daily Average",719,505,1022
"1277","300 Hayes Street, Civic Center, San Francisco","2451","700 Westlake Center, Westlake, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",661,512,853,"3/1/2020 - 3/8/2020, Every day, Daily Average",906,644,1274
"1277","300 Hayes Street, Civic Center, San Francisco","2452","400 Verducci Drive, Serramonte, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",909,676,1221,"3/1/2020 - 3/8/2020, Every day, Daily Average",1118,836,1493
"1277","300 Hayes Street, Civic Center, San Francisco","2453","0 Orange Court, Country Club Manor, Hillsborough","3/22/2020 - 3/29/2020, Every day, Daily Average",1189,1035,1365,"3/1/2020 - 3/8/2020, Every day, Daily Average",1539,1233,1920
"1277","300 Hayes Street, Civic Center, San Francisco","2460","1300 Montgomery Street, North Beach, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",540,441,659,"3/1/2020 - 3/8/2020, Every day, Daily Average",769,550,1073
"1277","300 Hayes Street, Civic Center, San Francisco","2463","200 Moncada Way, Oceanview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",845,639,1115,"3/1/2020 - 3/8/2020, Every day, Daily Average",1202,906,1594
"1277","300 Hayes Street, Civic Center, San Francisco","2464","1700 47th Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",820,750,895,"3/1/2020 - 3/8/2020, Every day, Daily Average",1090,851,1395
"1277","300 Hayes Street, Civic Center, San Francisco","2465","Diamond Cove Terrace, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",472,354,628,"3/1/2020 - 3/8/2020, Every day, Daily Average",609,438,845
"1277","300 Hayes Street, Civic Center, San Francisco","2466","400 Amador Street, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",434,320,587,"3/1/2020 - 3/8/2020, Every day, Daily Average",632,428,931
"1277","300 Hayes Street, Civic Center, San Francisco","2485","0 Jolie Lane, Walnut Creek","3/22/2020 - 3/29/2020, Every day, Daily Average",1531,1428,1641,"3/1/2020 - 3/8/2020, Every day, Daily Average",1981,1552,2528
"1277","300 Hayes Street, Civic Center, San Francisco","2495","100 Shrader Street, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",223,166,298,"3/1/2020 - 3/8/2020, Every day, Daily Average",315,216,459
"1277","300 Hayes Street, Civic Center, San Francisco","2496","100 Diamond Street, The Castro, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",423,327,547,"3/1/2020 - 3/8/2020, Every day, Daily Average",515,388,683
"1277","300 Hayes Street, Civic Center, San Francisco","2497","600 Tompkins Avenue, Bernal Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",367,293,458,"3/1/2020 - 3/8/2020, Every day, Daily Average",533,369,768
"1277","300 Hayes Street, Civic Center, San Francisco","2498","700 Rolph Street, Crocker-Amazon, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",809,709,922,"3/1/2020 - 3/8/2020, Every day, Daily Average",1158,861,1555
"1277","300 Hayes Street, Civic Center, San Francisco","2499","400 Faxon Avenue, Ingleside, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",636,517,782,"3/1/2020 - 3/8/2020, Every day, Daily Average",899,639,1264
"1277","300 Hayes Street, Civic Center, San Francisco","2502","Old Guadalupe Trail, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",904,762,1071,"3/1/2020 - 3/8/2020, Every day, Daily Average",1213,895,1643
"1277","300 Hayes Street, Civic Center, San Francisco","2503","3700 Callan Boulevard, Westborough, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1036,752,1426,"3/1/2020 - 3/8/2020, Every day, Daily Average",1194,903,1577
"1277","300 Hayes Street, Civic Center, San Francisco","2505","1000 Commodore Drive, San Bruno","3/22/2020 - 3/29/2020, Every day, Daily Average",904,726,1124,"3/1/2020 - 3/8/2020, Every day, Daily Average",1198,902,1591
"1277","300 Hayes Street, Civic Center, San Francisco","2513","300 O' Connor Street, The Willows, Menlo Park","3/22/2020 - 3/29/2020, Every day, Daily Average",1816,1643,2006,"3/1/2020 - 3/8/2020, Every day, Daily Average",2211,1754,2786
"1277","300 Hayes Street, Civic Center, San Francisco","2520","3200 Shawn Way, Hayward","3/22/2020 - 3/29/2020, Every day, Daily Average",1733,1583,1896,"3/1/2020 - 3/8/2020, Every day, Daily Average",2003,1600,2506
"1277","300 Hayes Street, Civic Center, San Francisco","2525","1200 Elko Drive, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2238,2052,2440,"3/1/2020 - 3/8/2020, Every day, Daily Average",2820,2242,3546
"1277","300 Hayes Street, Civic Center, San Francisco","2530","3200 Blandon Road, Oak Knoll Golf Links, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1209,1112,1313,"3/1/2020 - 3/8/2020, Every day, Daily Average",1527,1160,2009
"1277","300 Hayes Street, Civic Center, San Francisco","2540","400 Duperu Drive, Crockett","3/22/2020 - 3/29/2020, Every day, Daily Average",1523,749,3094,"3/1/2020 - 3/8/2020, Every day, Daily Average",2019,1584,2573
"1277","300 Hayes Street, Civic Center, San Francisco","2554","0 Oliver Lane, Mill Valley","3/22/2020 - 3/29/2020, Every day, Daily Average",1163,946,1428,"3/1/2020 - 3/8/2020, Every day, Daily Average",1272,1070,1512
"1277","300 Hayes Street, Civic Center, San Francisco","2582","1200 Manzanita Drive, Millbrae","3/22/2020 - 3/29/2020, Every day, Daily Average",1032,962,1106,"3/1/2020 - 3/8/2020, Every day, Daily Average",1390,1115,1732
"1277","300 Hayes Street, Civic Center, San Francisco","2593","5500 Stoneridge Mall Road, Pleasanton","3/22/2020 - 3/29/2020, Every day, Daily Average",2113,1944,2295,"3/1/2020 - 3/8/2020, Every day, Daily Average",2365,1970,2838
"1277","300 Hayes Street, Civic Center, San Francisco","2597","3000 Telegraph Avenue, Pill Hill, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",817,678,983,"3/1/2020 - 3/8/2020, Every day, Daily Average",1101,799,1516
"1277","300 Hayes Street, Civic Center, San Francisco","2601","800 Cole Street, Ashbury Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",421,324,546,"3/1/2020 - 3/8/2020, Every day, Daily Average",581,410,822
"1277","300 Hayes Street, Civic Center, San Francisco","2603","11200 Kerrigan Drive, Chabot Park, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1294,1197,1398,"3/1/2020 - 3/8/2020, Every day, Daily Average",1617,1247,2095
"1277","300 Hayes Street, Civic Center, San Francisco","2605","0 Cable Roadway, Sausalito","3/22/2020 - 3/29/2020, Every day, Daily Average",876,623,1231,"3/1/2020 - 3/8/2020, Every day, Daily Average",1067,869,1309
"1277","300 Hayes Street, Civic Center, San Francisco","2606","2100 Beach Street, Marina District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",514,421,627,"3/1/2020 - 3/8/2020, Every day, Daily Average",688,512,922
"1277","300 Hayes Street, Civic Center, San Francisco","2611","2000 Evergreen Avenue, Assumption Parish, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1414,1309,1527,"3/1/2020 - 3/8/2020, Every day, Daily Average",1736,1332,2261
"1277","300 Hayes Street, Civic Center, San Francisco","2613","1700 Eisenhower Street, Shoreview, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1224,1062,1410,"3/1/2020 - 3/8/2020, Every day, Daily Average",1505,1184,1911
"1277","300 Hayes Street, Civic Center, San Francisco","2620","2200 McGee Avenue, Central Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1120,976,1284,"3/1/2020 - 3/8/2020, Every day, Daily Average",1387,1083,1775
"1277","300 Hayes Street, Civic Center, San Francisco","2622","300 Langton Street, South of Market, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",265,175,399,"3/1/2020 - 3/8/2020, Every day, Daily Average",379,242,592
"1277","300 Hayes Street, Civic Center, San Francisco","2624","1300 16th Avenue, Inner Sunset, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",462,385,553,"3/1/2020 - 3/8/2020, Every day, Daily Average",638,470,865
"1277","300 Hayes Street, Civic Center, San Francisco","2625","400 Alpha Street, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",599,423,847,"3/1/2020 - 3/8/2020, Every day, Daily Average",771,562,1057
"1277","300 Hayes Street, Civic Center, San Francisco","2629","Cochrane Street, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",712,621,815,"3/1/2020 - 3/8/2020, Every day, Daily Average",1045,806,1353
"1277","300 Hayes Street, Civic Center, San Francisco","2634","Dwight D. Eisenhower Highway, Albany","3/22/2020 - 3/29/2020, Every day, Daily Average",903,746,1091,"3/1/2020 - 3/8/2020, Every day, Daily Average",1261,902,1762
"1277","300 Hayes Street, Civic Center, San Francisco","2643","1300 Egbert Avenue, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",648,520,807,"3/1/2020 - 3/8/2020, Every day, Daily Average",913,653,1276
"1277","300 Hayes Street, Civic Center, San Francisco","2660","0 Burgess Court, Sausalito","3/22/2020 - 3/29/2020, Every day, Daily Average",975,741,1281,"3/1/2020 - 3/8/2020, Every day, Daily Average",1134,950,1353
"1277","300 Hayes Street, Civic Center, San Francisco","2673","100 Rutledge Street, Bernal Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",329,251,431,"3/1/2020 - 3/8/2020, Every day, Daily Average",454,315,654
"1277","300 Hayes Street, Civic Center, San Francisco","2694","1900 Buchanan Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",241,170,340,"3/1/2020 - 3/8/2020, Every day, Daily Average",346,218,546
"1277","300 Hayes Street, Civic Center, San Francisco","2695","2200 Rivera Street, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",854,733,994,"3/1/2020 - 3/8/2020, Every day, Daily Average",1164,882,1536
"1277","300 Hayes Street, Civic Center, San Francisco","2700","300 Ponderosa Road, Avalon, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1061,808,1392,"3/1/2020 - 3/8/2020, Every day, Daily Average",1211,895,1636
"1277","300 Hayes Street, Civic Center, San Francisco","2708","200 Westview Drive, Sunshine Gardens, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1012,923,1109,"3/1/2020 - 3/8/2020, Every day, Daily Average",1290,1038,1603