"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes St, San Francisco, CA","9","500 Hyde Street, Tenderloin, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",260,168,400
"1277","300 Hayes St, San Francisco, CA","20","900 Sutter Street, Lower Nob Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",221,147,331
"1277","300 Hayes St, San Francisco, CA","21","3400 Pierce Street, Marina District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",444,380,518
"1277","300 Hayes St, San Francisco, CA","44","1700 Egbert Avenue, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",576,460,720
"1277","300 Hayes St, San Francisco, CA","46","500 Chester Street, West Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",820,654,1027
"1277","300 Hayes St, San Francisco, CA","57","1700 Bayo Vista Avenue, San Pablo","3/22/2020 - 3/29/2020, Every day, Daily Average",1155,615,2167
"1277","300 Hayes St, San Francisco, CA","58","5600 Genoa Street, Santa Fe, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",861,787,941
"1277","300 Hayes St, San Francisco, CA","78","1400 Thomas Avenue, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",761,561,1030
"1277","300 Hayes St, San Francisco, CA","79","1500 California Street, Polk Gulch, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",267,176,402
"1277","300 Hayes St, San Francisco, CA","80","0 Farren Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",276,202,375
"1277","300 Hayes St, San Francisco, CA","81","0 Berkeley Way, Diamond Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",715,631,809
"1277","300 Hayes St, San Francisco, CA","82","2700 25th Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",290,222,378
"1277","300 Hayes St, San Francisco, CA","87","2200 Wyandotte Street, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",1960,1805,2127
"1277","300 Hayes St, San Francisco, CA","90","300 Heathcliff Drive, Westview, Pacifica","3/22/2020 - 3/29/2020, Every day, Daily Average",933,810,1073
"1277","300 Hayes St, San Francisco, CA","91","700 Industrial Road, San Carlos","3/22/2020 - 3/29/2020, Every day, Daily Average",1439,1268,1632
"1277","300 Hayes St, San Francisco, CA","96","2200 Bonar Street, Poets Corner, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1004,871,1156
"1277","300 Hayes St, San Francisco, CA","98","500 10th Street, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",862,701,1058
"1277","300 Hayes St, San Francisco, CA","102","500 Mount Street, East Richmond, Richmond","3/22/2020 - 3/29/2020, Every day, Daily Average",1084,629,1867
"1277","300 Hayes St, San Francisco, CA","113","1200 Hayes Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",132,92,188
"1277","300 Hayes St, San Francisco, CA","117","100 Edgemar Street, Crocker, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",865,722,1035
"1277","300 Hayes St, San Francisco, CA","151","500 20th Street, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",954,842,1080
"1277","300 Hayes St, San Francisco, CA","155","400 North Mary Avenue, Sunnyvale West, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2223,2033,2429
"1277","300 Hayes St, San Francisco, CA","165","2200 Franklin Street, Pacific Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",201,153,262
"1277","300 Hayes St, San Francisco, CA","181","3400 Richmond Boulevard, Oakland Ave - Harrison St, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",824,703,964
"1277","300 Hayes St, San Francisco, CA","186","1800 Vicente Street, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1058,851,1315
"1277","300 Hayes St, San Francisco, CA","206","1300 15th Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",191,126,287
"1277","300 Hayes St, San Francisco, CA","207","1100 Guerrero Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",484,367,637
"1277","300 Hayes St, San Francisco, CA","208","600 Alabama Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",359,266,484
"1277","300 Hayes St, San Francisco, CA","209","300 Wilde Avenue, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",453,350,585
"1277","300 Hayes St, San Francisco, CA","210","100 Ramsell Street, Oceanview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",633,500,801
"1277","300 Hayes St, San Francisco, CA","211","200 16th Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",710,479,1051
"1277","300 Hayes St, San Francisco, CA","212","500 Washington Street, Financial District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",552,427,712
"1277","300 Hayes St, San Francisco, CA","232","1000 Beech Street, East Palo Alto","3/22/2020 - 3/29/2020, Every day, Daily Average",1852,1659,2067
"1277","300 Hayes St, San Francisco, CA","234","100 Domestic Terminals Departures Level, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",921,767,1104
"1277","300 Hayes St, San Francisco, CA","264","300 Irwin Street, San Rafael","3/22/2020 - 3/29/2020, Every day, Daily Average",1351,1191,1532
"1277","300 Hayes St, San Francisco, CA","285","1600 Maritime Street, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",653,520,819
"1277","300 Hayes St, San Francisco, CA","286","1000 10th Street, West Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",820,681,987
"1277","300 Hayes St, San Francisco, CA","288","14700 Wiley Street, Washington Manor - Bonaire, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1837,1239,2723
"1277","300 Hayes St, San Francisco, CA","299","Chinatown / North Beach Campus, Russian Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",439,345,557
"1277","300 Hayes St, San Francisco, CA","302","0 Bass Court, Bayview, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",717,540,951
"1277","300 Hayes St, San Francisco, CA","303","Bay Trail, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2344,1886,2913
"1277","300 Hayes St, San Francisco, CA","304","500 Zook Road, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",2158,1923,2420
"1277","300 Hayes St, San Francisco, CA","306","200 Silverlake Drive, Lakewood, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2283,2069,2518
"1277","300 Hayes St, San Francisco, CA","311","200 Northgate Avenue, Westlake, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",638,514,791
"1277","300 Hayes St, San Francisco, CA","314","200 Alta Mesa Drive, Serra Highlands, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",938,767,1146
"1277","300 Hayes St, San Francisco, CA","315","900 Veterans Boulevard, Redwood City","3/22/2020 - 3/29/2020, Every day, Daily Average",1498,1384,1621
"1277","300 Hayes St, San Francisco, CA","321","Nimitz Freeway, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",920,740,1143
"1277","300 Hayes St, San Francisco, CA","322","300 Warwick Avenue, Adams Point, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",852,727,997
"1277","300 Hayes St, San Francisco, CA","323","900 Embarcadero West, West Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",825,725,937
"1277","300 Hayes St, San Francisco, CA","328","5000 Franklin Drive, Pleasanton","3/22/2020 - 3/29/2020, Every day, Daily Average",2122,1961,2295
"1277","300 Hayes St, San Francisco, CA","338","100 Hinman Road, Redwood City","3/22/2020 - 3/29/2020, Every day, Daily Average",1551,1374,1749
"1277","300 Hayes St, San Francisco, CA","345","400 Moffett Boulevard, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",2044,1885,2216
"1277","300 Hayes St, San Francisco, CA","347","900 Sycamore Drive, Midtown, Palo Alto","3/22/2020 - 3/29/2020, Every day, Daily Average",1927,1780,2085
"1277","300 Hayes St, San Francisco, CA","385","0 Valley View Road, Orinda","3/22/2020 - 3/29/2020, Every day, Daily Average",1174,1069,1288
"1277","300 Hayes St, San Francisco, CA","387","2100 Manchester Road, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1567,1461,1680
"1277","300 Hayes St, San Francisco, CA","388","1700 Doolittle Drive, Davis Tract, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1563,1127,2167
"1277","300 Hayes St, San Francisco, CA","389","1000 Burkhart Avenue, Washington Manor - Bonaire, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1919,1329,2770
"1277","300 Hayes St, San Francisco, CA","394","3600 Page Street, Friendly Acres, Redwood City","3/22/2020 - 3/29/2020, Every day, Daily Average",1620,1516,1730
"1277","300 Hayes St, San Francisco, CA","408","1800 Hillside Boulevard, Colma","3/22/2020 - 3/29/2020, Every day, Daily Average",898,797,1010
"1277","300 Hayes St, San Francisco, CA","409","200 Nelson Avenue, Edgemar - Pacific Manor, Pacifica","3/22/2020 - 3/29/2020, Every day, Daily Average",821,767,878
"1277","300 Hayes St, San Francisco, CA","417","4400 Bell Avenue, Eastshore, Richmond","3/22/2020 - 3/29/2020, Every day, Daily Average",1072,881,1303
"1277","300 Hayes St, San Francisco, CA","423","200 Locust Avenue, San Rafael","3/22/2020 - 3/29/2020, Every day, Daily Average",1410,1287,1543
"1277","300 Hayes St, San Francisco, CA","433","600 Vanessa Drive, Central San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1209,1081,1350
"1277","300 Hayes St, San Francisco, CA","434","1300 Franklin Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",138,99,191
"1277","300 Hayes St, San Francisco, CA","443","New Corona Heights Trail, The Castro, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",391,273,559
"1277","300 Hayes St, San Francisco, CA","445","900 Divisadero Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",223,156,317
"1277","300 Hayes St, San Francisco, CA","447","2600 Alvarado Street, Floresta Gardens - Bradrick, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1682,1192,2372
"1277","300 Hayes St, San Francisco, CA","452","1200 Green Street, Russian Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",304,224,411
"1277","300 Hayes St, San Francisco, CA","457","3100 West Street, Hoover - Foster, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",764,636,917
"1277","300 Hayes St, San Francisco, CA","458","900 Webster Street, Downtown Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",894,716,1115
"1277","300 Hayes St, San Francisco, CA","463","2000 Bancroft Way, Downtown Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1172,1054,1302
"1277","300 Hayes St, San Francisco, CA","464","1600 Fairview Street, South Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1021,879,1184
"1277","300 Hayes St, San Francisco, CA","467","16300 Helo Drive, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1502,1390,1622
"1277","300 Hayes St, San Francisco, CA","475","1500 Lacassie Avenue, Walnut Creek","3/22/2020 - 3/29/2020, Every day, Daily Average",1617,1446,1807
"1277","300 Hayes St, San Francisco, CA","477","0 Tara Road, Northwood - Tara, Orinda","3/22/2020 - 3/29/2020, Every day, Daily Average",1182,1007,1386
"1277","300 Hayes St, San Francisco, CA","478","100 Eagle Court, Birds, Hercules","3/22/2020 - 3/29/2020, Every day, Daily Average",1363,665,2791
"1277","300 Hayes St, San Francisco, CA","488","0 Oak Gate Place, Pleasant Hill","3/22/2020 - 3/29/2020, Every day, Daily Average",1625,1517,1740
"1277","300 Hayes St, San Francisco, CA","495","4200 Shelter Creek Lane, San Bruno","3/22/2020 - 3/29/2020, Every day, Daily Average",883,806,967
"1277","300 Hayes St, San Francisco, CA","528","600 Lexington Way, Oak Grove Manor, Burlingame","3/22/2020 - 3/29/2020, Every day, Daily Average",1050,882,1249
"1277","300 Hayes St, San Francisco, CA","532","200 Beach Street, North Beach, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",565,423,752
"1277","300 Hayes St, San Francisco, CA","533","1400 Grant Avenue, North Beach, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",506,397,644
"1277","300 Hayes St, San Francisco, CA","534","200 Walnut Street, Presidio Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",467,277,785
"1277","300 Hayes St, San Francisco, CA","535","0 Rossi Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",376,306,461
"1277","300 Hayes St, San Francisco, CA","536","800 Franklin Street, Fillmore District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",78,50,119
"1277","300 Hayes St, San Francisco, CA","537","500 Webster Street, Western Addition, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",66,39,111
"1277","300 Hayes St, San Francisco, CA","541","200 San Fernando Way, St. Francis, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",726,592,889
"1277","300 Hayes St, San Francisco, CA","542","2200 Kenry Way, Westborough, South San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",1066,745,1525
"1277","300 Hayes St, San Francisco, CA","554","200 2nd Street, Sunnyvale","3/22/2020 - 3/29/2020, Every day, Daily Average",2234,2030,2457
"1277","300 Hayes St, San Francisco, CA","555","500 Aldo Avenue, Santa Clara","3/22/2020 - 3/29/2020, Every day, Daily Average",2358,2181,2549
"1277","300 Hayes St, San Francisco, CA","591","2500 10th Avenue, Bella Vista, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",943,807,1101
"1277","300 Hayes St, San Francisco, CA","595","200 Ghormley Avenue, Brookfield Village, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1407,1052,1880
"1277","300 Hayes St, San Francisco, CA","597","1600 Eighth Street, Northwest Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1031,850,1249
"1277","300 Hayes St, San Francisco, CA","602","22000 Cameron Street, Castro Valley","3/22/2020 - 3/29/2020, Every day, Daily Average",1663,1535,1801
"1277","300 Hayes St, San Francisco, CA","608","700 11th Street, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",869,697,1082
"1277","300 Hayes St, San Francisco, CA","609","700 19th Street, West Oakland, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",920,746,1133
"1277","300 Hayes St, San Francisco, CA","610","1600 Webster Street, Downtown, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1045,902,1210
"1277","300 Hayes St, San Francisco, CA","624","3300 Beechwood Drive, Stanley, Lafayette","3/22/2020 - 3/29/2020, Every day, Daily Average",1363,1265,1468
"1277","300 Hayes St, San Francisco, CA","627","800 Marin Road, El Sobrante","3/22/2020 - 3/29/2020, Every day, Daily Average",1296,1130,1486
"1277","300 Hayes St, San Francisco, CA","628","2300 Santa Clara Street, Richmond Annex, Richmond","3/22/2020 - 3/29/2020, Every day, Daily Average",973,571,1656
"1277","300 Hayes St, San Francisco, CA","629","100 Guerrero Street, Mission Dolores, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",125,71,218
"1277","300 Hayes St, San Francisco, CA","641","1400 Jackson Street, Nob Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",291,214,394
"1277","300 Hayes St, San Francisco, CA","642","600 Grant Avenue, Chinatown, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",439,360,534
"1277","300 Hayes St, San Francisco, CA","643","200 Myrtle Street, Tenderloin, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",196,121,316
"1277","300 Hayes St, San Francisco, CA","644","200 Jones Street, Tenderloin, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",315,228,433
"1277","300 Hayes St, San Francisco, CA","645","1400 Chestnut Street, Marina District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",292,235,362
"1277","300 Hayes St, San Francisco, CA","646","500 Clayton Street, Haight-Ashbury, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",297,219,401
"1277","300 Hayes St, San Francisco, CA","647","800 Ashbury Street, Ashbury Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",377,279,508
"1277","300 Hayes St, San Francisco, CA","648","3800 19th Street, Dolores Heights, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",404,318,513
"1277","300 Hayes St, San Francisco, CA","649","1000 Diamond Street, Noe Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",653,501,850
"1277","300 Hayes St, San Francisco, CA","650","700 Rhode Island Street, Potrero Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",244,171,346
"1277","300 Hayes St, San Francisco, CA","651","2900 22nd Street, Mission District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",415,256,672
"1277","300 Hayes St, San Francisco, CA","652","300 Hale Street, Excelsior, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",369,283,481
"1277","300 Hayes St, San Francisco, CA","653","600 Lisbon Street, Excelsior, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",759,660,872
"1277","300 Hayes St, San Francisco, CA","659","200 Staples Avenue, Outer Mission, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",497,399,617
"1277","300 Hayes St, San Francisco, CA","660","1900 Lawton Street, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",600,498,722
"1277","300 Hayes St, San Francisco, CA","662","1300 46th Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",718,641,803
"1277","300 Hayes St, San Francisco, CA","663","200 21st Avenue, Central Richmond, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",699,631,773
"1277","300 Hayes St, San Francisco, CA","664","700 32nd Avenue, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",644,569,728
"1277","300 Hayes St, San Francisco, CA","665","0 Brookdale Avenue, Visitacion Valley, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",705,576,861
"1277","300 Hayes St, San Francisco, CA","666","1200 El Camino Del Mar, Sea Cliff, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",858,762,966
"1277","300 Hayes St, San Francisco, CA","675","200 Oriente Street, Bayshore Heights, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",1084,586,2004
"1277","300 Hayes St, San Francisco, CA","676","300 Citrus Avenue, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",705,568,874
"1277","300 Hayes St, San Francisco, CA","677","0 Ridgefield Avenue, St. Francis, Daly City","3/22/2020 - 3/29/2020, Every day, Daily Average",801,684,937
"1277","300 Hayes St, San Francisco, CA","678","2500 Crestmoor Drive, San Bruno","3/22/2020 - 3/29/2020, Every day, Daily Average",998,777,1280
"1277","300 Hayes St, San Francisco, CA","680","700 South Fremont Street, North Central, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1210,1041,1406
"1277","300 Hayes St, San Francisco, CA","682","1300 South Norfolk Street, Shoreview, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1191,1025,1383
"1277","300 Hayes St, San Francisco, CA","684","1100 Vailwood Way, South San Mateo, San Mateo","3/22/2020 - 3/29/2020, Every day, Daily Average",1347,1205,1504
"1277","300 Hayes St, San Francisco, CA","741","1600 San Luis Avenue, Rex Manor, Mountain View","3/22/2020 - 3/29/2020, Every day, Daily Average",2007,1852,2174
"1277","300 Hayes St, San Francisco, CA","805","1400 San Rafael Street, Estudillo Estates - Glen, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1364,1266,1468
"1277","300 Hayes St, San Francisco, CA","808","3000 Adeline Street, Clawson, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",742,606,908
"1277","300 Hayes St, San Francisco, CA","809","200 Santa Rosa Avenue, Grand Lake, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",831,722,955
"1277","300 Hayes St, San Francisco, CA","810","2700 Pleasant Street, School, Oakland","3/22/2020 - 3/29/2020, Every day, Daily Average",1004,868,1161
"1277","300 Hayes St, San Francisco, CA","812","2000 Francisco Street, North Berkeley, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1202,1072,1347
"1277","300 Hayes St, San Francisco, CA","813","2500 Parker Street, Elmwood, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1196,1077,1327
"1277","300 Hayes St, San Francisco, CA","814","1400 168th Avenue, San Leandro","3/22/2020 - 3/29/2020, Every day, Daily Average",1571,1439,1714
"1277","300 Hayes St, San Francisco, CA","817","400 Oxford Way, Belmont","3/22/2020 - 3/29/2020, Every day, Daily Average",1373,1198,1573
"1277","300 Hayes St, San Francisco, CA","818","700 Bay Road, Staumbaugh Heller, Redwood City","3/22/2020 - 3/29/2020, Every day, Daily Average",1572,1447,1707
"1277","300 Hayes St, San Francisco, CA","843","2400 Channing Way, Southside, Berkeley","3/22/2020 - 3/29/2020, Every day, Daily Average",1294,1145,1462
"1277","300 Hayes St, San Francisco, CA","858","600 Geneva Avenue, Outer Mission, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",568,436,739
"1277","300 Hayes St, San Francisco, CA","859","2200 24th Avenue, Sunset District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",880,672,1152
"1277","300 Hayes St, San Francisco, CA","860","2300 Cabrillo Street, Richmond District, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",579,508,659
"1277","300 Hayes St, San Francisco, CA","866","0 Bernard Street, Nob Hill, San Francisco","3/22/2020 - 3/29/2020, Every day, Daily Average",367,267,502
