,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),Mean Travel Time (Minute)
162,1277,"300 Hayes Street, Civic Center, San Francisco",660,"1900 Lawton Street, Sunset District, San Francisco",3/1/2020 - 3/8/2020,831,606,1139,13.85
163,1277,"300 Hayes Street, Civic Center, San Francisco",661,"Building F, Buckingham Way, Lakeshore, San Francisco",3/1/2020 - 3/8/2020,1378,1065,1781,22.97
164,1277,"300 Hayes Street, Civic Center, San Francisco",662,"1300 46th Avenue, Sunset District, San Francisco",3/1/2020 - 3/8/2020,931,734,1180,15.52
165,1277,"300 Hayes Street, Civic Center, San Francisco",663,"200 21st Avenue, Central Richmond, San Francisco",3/1/2020 - 3/8/2020,925,719,1188,15.42
166,1277,"300 Hayes Street, Civic Center, San Francisco",664,"700 32nd Avenue, Richmond District, San Francisco",3/1/2020 - 3/8/2020,859,666,1107,14.32
167,1277,"300 Hayes Street, Civic Center, San Francisco",665,"0 Brookdale Avenue, Visitacion Valley, San Francisco",3/1/2020 - 3/8/2020,1138,806,1606,18.97
168,1277,"300 Hayes Street, Civic Center, San Francisco",666,"1200 El Camino Del Mar, Sea Cliff, San Francisco",3/1/2020 - 3/8/2020,1135,901,1428,18.92
169,1277,"300 Hayes Street, Civic Center, San Francisco",675,"200 Oriente Street, Bayshore Heights, Daly City",3/1/2020 - 3/8/2020,1037,722,1488,17.28
170,1277,"300 Hayes Street, Civic Center, San Francisco",676,"300 Citrus Avenue, Daly City",3/1/2020 - 3/8/2020,939,668,1319,15.65
171,1277,"300 Hayes Street, Civic Center, San Francisco",677,"0 Ridgefield Avenue, St. Francis, Daly City",3/1/2020 - 3/8/2020,1097,798,1507,18.28
172,1277,"300 Hayes Street, Civic Center, San Francisco",678,"2500 Crestmoor Drive, San Bruno",3/1/2020 - 3/8/2020,1245,969,1599,20.75
173,1277,"300 Hayes Street, Civic Center, San Francisco",679,"800 Paloma Avenue, Burlingame Terrace, Burlingame",3/1/2020 - 3/8/2020,1416,1108,1808,23.6
174,1277,"300 Hayes Street, Civic Center, San Francisco",680,"700 South Fremont Street, North Central, San Mateo",3/1/2020 - 3/8/2020,1536,1179,2000,25.6
175,1277,"300 Hayes Street, Civic Center, San Francisco",682,"1300 South Norfolk Street, Shoreview, San Mateo",3/1/2020 - 3/8/2020,1454,1148,1840,24.23
176,1277,"300 Hayes Street, Civic Center, San Francisco",684,"1100 Vailwood Way, South San Mateo, San Mateo",3/1/2020 - 3/8/2020,1704,1314,2209,28.4
177,1277,"300 Hayes Street, Civic Center, San Francisco",722,"800 Hibiscus Lane, West San Jose, San Jose",3/1/2020 - 3/8/2020,3384,2806,4079,56.4
178,1277,"300 Hayes Street, Civic Center, San Francisco",741,"1600 San Luis Avenue, Rex Manor, Mountain View",3/1/2020 - 3/8/2020,2449,1970,3044,40.82
179,1277,"300 Hayes Street, Civic Center, San Francisco",742,"4200 Wilkie Way, Charleston Meadow, Palo Alto",3/1/2020 - 3/8/2020,2582,2116,3150,43.03
180,1277,"300 Hayes Street, Civic Center, San Francisco",743,"400 Addison Avenue, Professorville, Palo Alto",3/1/2020 - 3/8/2020,2387,1986,2868,39.78
181,1277,"300 Hayes Street, Civic Center, San Francisco",744,"Monte Bello Road (Trail), Cupertino",3/1/2020 - 3/8/2020,2796,2304,3392,46.6
182,1277,"300 Hayes Street, Civic Center, San Francisco",749,"1400 Magazine Street, Vallejo",3/1/2020 - 3/8/2020,2167,1690,2777,36.12
183,1277,"300 Hayes Street, Civic Center, San Francisco",756,"900 Wood Lane, Petaluma",3/1/2020 - 3/8/2020,2697,2436,2985,44.95
184,1277,"300 Hayes Street, Civic Center, San Francisco",805,"1400 San Rafael Street, Estudillo Estates - Glen, San Leandro",3/1/2020 - 3/8/2020,1646,1293,2093,27.43
185,1277,"300 Hayes Street, Civic Center, San Francisco",808,"3000 Adeline Street, Clawson, Oakland",3/1/2020 - 3/8/2020,1002,723,1387,16.7
186,1277,"300 Hayes Street, Civic Center, San Francisco",809,"200 Santa Rosa Avenue, Grand Lake, Oakland",3/1/2020 - 3/8/2020,1119,814,1536,18.65
187,1277,"300 Hayes Street, Civic Center, San Francisco",810,"2700 Pleasant Street, School, Oakland",3/1/2020 - 3/8/2020,1268,945,1699,21.13
188,1277,"300 Hayes Street, Civic Center, San Francisco",812,"2000 Francisco Street, North Berkeley, Berkeley",3/1/2020 - 3/8/2020,1640,1282,2097,27.33
189,1277,"300 Hayes Street, Civic Center, San Francisco",813,"2500 Parker Street, Elmwood, Berkeley",3/1/2020 - 3/8/2020,1587,1217,2068,26.45
190,1277,"300 Hayes Street, Civic Center, San Francisco",814,"1400 168th Avenue, San Leandro",3/1/2020 - 3/8/2020,1867,1446,2410,31.12
191,1277,"300 Hayes Street, Civic Center, San Francisco",817,"400 Oxford Way, Belmont",3/1/2020 - 3/8/2020,1708,1330,2193,28.47
192,1277,"300 Hayes Street, Civic Center, San Francisco",818,"700 Bay Road, Staumbaugh Heller, Redwood City",3/1/2020 - 3/8/2020,1976,1554,2511,32.93
193,1277,"300 Hayes Street, Civic Center, San Francisco",829,"7800 Lilac Court, Cupertino",3/1/2020 - 3/8/2020,2898,2411,3482,48.3
194,1277,"300 Hayes Street, Civic Center, San Francisco",834,"7700 Lakeville Highway, Petaluma",3/1/2020 - 3/8/2020,2661,2286,3096,44.35
195,1277,"300 Hayes Street, Civic Center, San Francisco",843,"2400 Channing Way, Southside, Berkeley",3/1/2020 - 3/8/2020,1661,1270,2170,27.68
196,1277,"300 Hayes Street, Civic Center, San Francisco",858,"600 Geneva Avenue, Outer Mission, San Francisco",3/1/2020 - 3/8/2020,810,567,1155,13.5
197,1277,"300 Hayes Street, Civic Center, San Francisco",859,"2200 24th Avenue, Sunset District, San Francisco",3/1/2020 - 3/8/2020,1072,816,1406,17.87
198,1277,"300 Hayes Street, Civic Center, San Francisco",860,"2300 Cabrillo Street, Richmond District, San Francisco",3/1/2020 - 3/8/2020,756,581,983,12.6
199,1277,"300 Hayes Street, Civic Center, San Francisco",863,"2400 Filbert Street, McClymonds, Oakland",3/1/2020 - 3/8/2020,1432,942,2175,23.87
200,1277,"300 Hayes Street, Civic Center, San Francisco",864,"22400 Victory Drive, Longwood - Winton Grove, Hayward",3/1/2020 - 3/8/2020,1806,1511,2158,30.1
201,1277,"300 Hayes Street, Civic Center, San Francisco",866,"0 Bernard Street, Nob Hill, San Francisco",3/1/2020 - 3/8/2020,518,357,750,8.63
202,1277,"300 Hayes Street, Civic Center, San Francisco",867,"2200 Post Street, Western Addition, San Francisco",3/1/2020 - 3/8/2020,371,244,563,6.18
203,1277,"300 Hayes Street, Civic Center, San Francisco",868,"500 Diamond Street, Noe Valley, San Francisco",3/1/2020 - 3/8/2020,668,525,849,11.13
204,1277,"300 Hayes Street, Civic Center, San Francisco",870,"1800 Marshall Petaluma Road, Petaluma",3/1/2020 - 3/8/2020,2322,2093,2575,38.7
205,1277,"300 Hayes Street, Civic Center, San Francisco",885,"6300 Colby Street, Upper Telegraph, Oakland",3/1/2020 - 3/8/2020,1405,1029,1916,23.42
206,1277,"300 Hayes Street, Civic Center, San Francisco",886,"4400 Telegraph Avenue, Temescal, Oakland",3/1/2020 - 3/8/2020,1112,803,1538,18.53
207,1277,"300 Hayes Street, Civic Center, San Francisco",887,"1300 Santa Fe Avenue, Northwest Berkeley, Berkeley",3/1/2020 - 3/8/2020,1635,1196,2234,27.25
208,1277,"300 Hayes Street, Civic Center, San Francisco",888,"300 Annette Lane, Santa Clara, Hayward",3/1/2020 - 3/8/2020,2082,1570,2760,34.7
209,1277,"300 Hayes Street, Civic Center, San Francisco",904,"400 North Fernwood Circle, Snail, Sunnyvale",3/1/2020 - 3/8/2020,2717,2208,3342,45.28
210,1277,"300 Hayes Street, Civic Center, San Francisco",905,"1000 Pine Street, Lower Nob Hill, San Francisco",3/1/2020 - 3/8/2020,429,283,649,7.15
211,1277,"300 Hayes Street, Civic Center, San Francisco",906,"2700 Octavia Street, Cow Hollow, San Francisco",3/1/2020 - 3/8/2020,361,246,527,6.02
212,1277,"300 Hayes Street, Civic Center, San Francisco",907,"2500 Turk Street, Richmond District, San Francisco",3/1/2020 - 3/8/2020,431,317,585,7.18
213,1277,"300 Hayes Street, Civic Center, San Francisco",908,"1200 18th Street, Potrero Hill, San Francisco",3/1/2020 - 3/8/2020,643,449,919,10.72
214,1277,"300 Hayes Street, Civic Center, San Francisco",909,"1400 40th Avenue, Sunset District, San Francisco",3/1/2020 - 3/8/2020,897,682,1179,14.95
215,1277,"300 Hayes Street, Civic Center, San Francisco",910,"700 La Playa Street, Richmond District, San Francisco",3/1/2020 - 3/8/2020,948,740,1213,15.8
216,1277,"300 Hayes Street, Civic Center, San Francisco",915,"300 Dolores Way, Sunshine Gardens, South San Francisco",3/1/2020 - 3/8/2020,1221,971,1535,20.35
217,1277,"300 Hayes Street, Civic Center, San Francisco",920,"100 Whisman Station Drive, Mountain View",3/1/2020 - 3/8/2020,2887,2155,3866,48.12
218,1277,"300 Hayes Street, Civic Center, San Francisco",927,"800 Aspen Way, Palo Verde, Palo Alto",3/1/2020 - 3/8/2020,2327,1899,2851,38.78
219,1277,"300 Hayes Street, Civic Center, San Francisco",930,"400 Northlake Drive, West San Jose, San Jose",3/1/2020 - 3/8/2020,3420,2826,4138,57.0
220,1277,"300 Hayes Street, Civic Center, San Francisco",931,"10300 North Stelling Road, Cupertino",3/1/2020 - 3/8/2020,3000,2575,3495,50.0
221,1277,"300 Hayes Street, Civic Center, San Francisco",940,"25200 Belhaven Street, Southgate, Hayward",3/1/2020 - 3/8/2020,2016,1557,2609,33.6
222,1277,"300 Hayes Street, Civic Center, San Francisco",949,"700 Santa Ray Avenue, Lakeshore, Oakland",3/1/2020 - 3/8/2020,1319,971,1790,21.98
223,1277,"300 Hayes Street, Civic Center, San Francisco",950,"Old Sled Trail, Bolinas",3/1/2020 - 3/8/2020,1026,808,1301,17.1
224,1277,"300 Hayes Street, Civic Center, San Francisco",954,"2900 Willow Road, San Pablo",3/1/2020 - 3/8/2020,1667,1209,2297,27.78
225,1277,"300 Hayes Street, Civic Center, San Francisco",957,"33200 Central Avenue, Union City",3/1/2020 - 3/8/2020,2486,1938,3188,41.43
226,1277,"300 Hayes Street, Civic Center, San Francisco",958,"4900 Hildasue Terrace, Ardenwood, Fremont",3/1/2020 - 3/8/2020,2365,1971,2837,39.42
227,1277,"300 Hayes Street, Civic Center, San Francisco",963,"600 Sutter Street, Lower Nob Hill, San Francisco",3/1/2020 - 3/8/2020,434,286,657,7.23
228,1277,"300 Hayes Street, Civic Center, San Francisco",964,"2900 Broderick Street, Cow Hollow, San Francisco",3/1/2020 - 3/8/2020,584,416,818,9.73
229,1277,"300 Hayes Street, Civic Center, San Francisco",965,"200 Topeka Avenue, Silver Terrace, San Francisco",3/1/2020 - 3/8/2020,794,577,1090,13.23
230,1277,"300 Hayes Street, Civic Center, San Francisco",967,"1400 32nd Avenue, Sunset District, San Francisco",3/1/2020 - 3/8/2020,831,632,1092,13.85
231,1277,"300 Hayes Street, Civic Center, San Francisco",968,"3200 Anza Street, Richmond District, San Francisco",3/1/2020 - 3/8/2020,853,663,1096,14.22
232,1277,"300 Hayes Street, Civic Center, San Francisco",983,"4100 Fairlands Drive, Pleasanton",3/1/2020 - 3/8/2020,2583,2123,3141,43.05
233,1277,"300 Hayes Street, Civic Center, San Francisco",1025,"Briones to Mount Diablo Regional Trail, Walnut Creek",3/1/2020 - 3/8/2020,1839,1442,2343,30.65
234,1277,"300 Hayes Street, Civic Center, San Francisco",1030,"5300 Lawton Avenue, Shafter, Oakland",3/1/2020 - 3/8/2020,1147,855,1537,19.12
235,1277,"300 Hayes Street, Civic Center, San Francisco",1031,"1100 Cambridge Drive, Lafayette",3/1/2020 - 3/8/2020,1682,1296,2182,28.03
236,1277,"300 Hayes Street, Civic Center, San Francisco",1032,"Shore Trail, Lafayette",3/1/2020 - 3/8/2020,1640,1263,2128,27.33
237,1277,"300 Hayes Street, Civic Center, San Francisco",1036,"Wilder Road, Wilder, Orinda",3/1/2020 - 3/8/2020,1425,1090,1862,23.75
238,1277,"300 Hayes Street, Civic Center, San Francisco",1038,"Kestrel Loop Trail, Rodeo",3/1/2020 - 3/8/2020,2129,1514,2993,35.48
239,1277,"300 Hayes Street, Civic Center, San Francisco",1044,"Rosa Blanca Drive, Pittsburg",3/1/2020 - 3/8/2020,2460,2129,2841,41.0
240,1277,"300 Hayes Street, Civic Center, San Francisco",1045,"100 Pearl Street, Oakland Ave - Harrison St, Oakland",3/1/2020 - 3/8/2020,1139,874,1483,18.98
241,1277,"300 Hayes Street, Civic Center, San Francisco",1046,"300 Grand Avenue, Adams Point, Oakland",3/1/2020 - 3/8/2020,1159,837,1603,19.32
242,1277,"300 Hayes Street, Civic Center, San Francisco",1047,"1700 Eastshore Boulevard, El Cerrito",3/1/2020 - 3/8/2020,1414,1012,1975,23.57
243,1277,"300 Hayes Street, Civic Center, San Francisco",1048,"Upper Fire Trail, Berkeley",3/1/2020 - 3/8/2020,1367,1018,1835,22.78
244,1277,"300 Hayes Street, Civic Center, San Francisco",1049,"6100 Harwood Avenue, Rockridge, Oakland",3/1/2020 - 3/8/2020,1284,946,1742,21.4
245,1277,"300 Hayes Street, Civic Center, San Francisco",1050,"3700 Towns Court, Pinole",3/1/2020 - 3/8/2020,1923,1374,2690,32.05
246,1277,"300 Hayes Street, Civic Center, San Francisco",1053,"500 Haddon Road, Cleveland Heights, Oakland",3/1/2020 - 3/8/2020,1173,865,1589,19.55
247,1277,"300 Hayes Street, Civic Center, San Francisco",1056,"100 Lakeside Drive, Downtown Oakland, Oakland",3/1/2020 - 3/8/2020,1319,965,1802,21.98
248,1277,"300 Hayes Street, Civic Center, San Francisco",1057,"6300 Brookside Avenue, Upper Rockridge, Oakland",3/1/2020 - 3/8/2020,1218,913,1624,20.3
249,1277,"300 Hayes Street, Civic Center, San Francisco",1058,"6700 Armour Drive, Montclair, Oakland",3/1/2020 - 3/8/2020,1463,1097,1949,24.38
250,1277,"300 Hayes Street, Civic Center, San Francisco",1059,"900 East 22nd Street, Clinton, Oakland",3/1/2020 - 3/8/2020,1207,1017,1431,20.12
251,1277,"300 Hayes Street, Civic Center, San Francisco",1060,"3600 East 8th Street, South Kennedy Tract, Oakland",3/1/2020 - 3/8/2020,1311,954,1800,21.85
252,1277,"300 Hayes Street, Civic Center, San Francisco",1062,"3300 Davis Street, Peralta Hacienda, Oakland",3/1/2020 - 3/8/2020,1300,972,1738,21.67
253,1277,"300 Hayes Street, Civic Center, San Francisco",1063,"800 54th Avenue, Coliseum Industrial, Oakland",3/1/2020 - 3/8/2020,1368,994,1881,22.8
254,1277,"300 Hayes Street, Civic Center, San Francisco",1066,"7200 Doolittle Drive, Oakland",3/1/2020 - 3/8/2020,1559,1159,2096,25.98
255,1277,"300 Hayes Street, Civic Center, San Francisco",1068,"1600 Poplar Street, West Oakland, Oakland",3/1/2020 - 3/8/2020,1020,740,1404,17.0
256,1277,"300 Hayes Street, Civic Center, San Francisco",1069,"700 Hillside Avenue, Albany",3/1/2020 - 3/8/2020,1291,928,1794,21.52
257,1277,"300 Hayes Street, Civic Center, San Francisco",1070,"1000 Cornell Avenue, Albany",3/1/2020 - 3/8/2020,1516,1147,2002,25.27
258,1277,"300 Hayes Street, Civic Center, San Francisco",1072,"1700 Chestnut Street, Northwest Berkeley, Berkeley",3/1/2020 - 3/8/2020,1287,1018,1625,21.45
259,1277,"300 Hayes Street, Civic Center, San Francisco",1073,"100 Panoramic Way, Berkeley",3/1/2020 - 3/8/2020,1633,1280,2082,27.22
260,1277,"300 Hayes Street, Civic Center, San Francisco",1074,"2300 Ninth Street, Southwest Berkeley, Berkeley",3/1/2020 - 3/8/2020,1222,926,1612,20.37
261,1277,"300 Hayes Street, Civic Center, San Francisco",1079,"0 The Plaza Drive, Claremont, Berkeley",3/1/2020 - 3/8/2020,1400,1074,1824,23.33
262,1277,"300 Hayes Street, Civic Center, San Francisco",1080,"Pier 2, Emeryville",3/1/2020 - 3/8/2020,942,676,1310,15.7
263,1277,"300 Hayes Street, Civic Center, San Francisco",1081,"1300 Powell Street, Emeryville",3/1/2020 - 3/8/2020,1177,846,1636,19.62
264,1277,"300 Hayes Street, Civic Center, San Francisco",1082,"2000 Clement Avenue, Alameda",3/1/2020 - 3/8/2020,1408,1082,1831,23.47
265,1277,"300 Hayes Street, Civic Center, San Francisco",1085,"22200 Eden Canyon Road, Castro Valley",3/1/2020 - 3/8/2020,2088,1678,2597,34.8
266,1277,"300 Hayes Street, Civic Center, San Francisco",1087,"900 Dowling Boulevard, Broadmoor, San Leandro",3/1/2020 - 3/8/2020,1635,1259,2121,27.25
267,1277,"300 Hayes Street, Civic Center, San Francisco",1089,"1700 Wayne Avenue, Davis Tract, San Leandro",3/1/2020 - 3/8/2020,1602,1231,2083,26.7
268,1277,"300 Hayes Street, Civic Center, San Francisco",1090,"200 Reva Avenue, Davis Tract, San Leandro",3/1/2020 - 3/8/2020,1544,1216,1959,25.73
269,1277,"300 Hayes Street, Civic Center, San Francisco",1097,"15500 Tracy Street, San Lorenzo",3/1/2020 - 3/8/2020,1930,1455,2560,32.17
270,1277,"300 Hayes Street, Civic Center, San Francisco",1098,"600 Elgin Street, San Lorenzo",3/1/2020 - 3/8/2020,1802,1376,2359,30.03
271,1277,"300 Hayes Street, Civic Center, San Francisco",1099,"30600 Palomares Road, Castro Valley",3/1/2020 - 3/8/2020,2086,1641,2651,34.77
272,1277,"300 Hayes Street, Civic Center, San Francisco",1100,"0 Via Diego, San Lorenzo",3/1/2020 - 3/8/2020,1895,1447,2481,31.58
273,1277,"300 Hayes Street, Civic Center, San Francisco",1103,"27100 Patrick Avenue, Harder - Tennyson, Hayward",3/1/2020 - 3/8/2020,2231,1678,2965,37.18
274,1277,"300 Hayes Street, Civic Center, San Francisco",1106,"30100 Ahern Avenue, Union City",3/1/2020 - 3/8/2020,2298,1814,2909,38.3
275,1277,"300 Hayes Street, Civic Center, San Francisco",1111,"John Slough, Novato",3/1/2020 - 3/8/2020,2339,2088,2619,38.98
276,1277,"300 Hayes Street, Civic Center, San Francisco",1114,"0 Bahama Reef, Novato",3/1/2020 - 3/8/2020,2091,1804,2423,34.85
277,1277,"300 Hayes Street, Civic Center, San Francisco",1115,"Saint Vincents Drive, San Rafael",3/1/2020 - 3/8/2020,1863,1588,2185,31.05
278,1277,"300 Hayes Street, Civic Center, San Francisco",1118,"0 South Ridgewood Road, Kentfield",3/1/2020 - 3/8/2020,1881,1492,2370,31.35
279,1277,"300 Hayes Street, Civic Center, San Francisco",1119,"0 Locust Avenue, Larkspur",3/1/2020 - 3/8/2020,1561,1265,1925,26.02
280,1277,"300 Hayes Street, Civic Center, San Francisco",1120,"0 Spindrift Passage, Corte Madera",3/1/2020 - 3/8/2020,1458,1191,1784,24.3
281,1277,"300 Hayes Street, Civic Center, San Francisco",1121,"300 Ridgewood Avenue, Mill Valley",3/1/2020 - 3/8/2020,1242,1031,1494,20.7
282,1277,"300 Hayes Street, Civic Center, San Francisco",1209,"600 Woodside Drive, Woodside Hills, Woodside",3/1/2020 - 3/8/2020,2277,1843,2812,37.95
283,1277,"300 Hayes Street, Civic Center, San Francisco",1210,"Cypress Ridge Road, Redwood City",3/1/2020 - 3/8/2020,1912,1543,2368,31.87
284,1277,"300 Hayes Street, Civic Center, San Francisco",1211,"700 Coleman Avenue, Menlo Park",3/1/2020 - 3/8/2020,2212,1770,2763,36.87
285,1277,"300 Hayes Street, Civic Center, San Francisco",1244,"800 Jackson Street, Chinatown, San Francisco",3/1/2020 - 3/8/2020,704,490,1010,11.73
286,1277,"300 Hayes Street, Civic Center, San Francisco",1245,"500 Geary Street, Tenderloin, San Francisco",3/1/2020 - 3/8/2020,420,278,634,7.0
287,1277,"300 Hayes Street, Civic Center, San Francisco",1246,"300 McAllister Street, Civic Center, San Francisco",3/1/2020 - 3/8/2020,138,63,302,2.3
288,1277,"300 Hayes Street, Civic Center, San Francisco",1247,"100 Magnolia Street, Marina District, San Francisco",3/1/2020 - 3/8/2020,424,293,613,7.07
289,1277,"300 Hayes Street, Civic Center, San Francisco",1257,"2400 Octavia Street, Pacific Heights, San Francisco",3/1/2020 - 3/8/2020,266,170,414,4.43
290,1277,"300 Hayes Street, Civic Center, San Francisco",1258,"2600 Broadway, Pacific Heights, San Francisco",3/1/2020 - 3/8/2020,548,375,798,9.13
291,1277,"300 Hayes Street, Civic Center, San Francisco",1259,"2100 Divisadero Street, Pacific Heights, San Francisco",3/1/2020 - 3/8/2020,521,378,716,8.68
292,1277,"300 Hayes Street, Civic Center, San Francisco",1260,"1800 Scott Street, Western Addition, San Francisco",3/1/2020 - 3/8/2020,452,318,642,7.53
293,1277,"300 Hayes Street, Civic Center, San Francisco",1261,"700 Presidio Avenue, Western Addition, San Francisco",3/1/2020 - 3/8/2020,528,388,717,8.8
294,1277,"300 Hayes Street, Civic Center, San Francisco",1265,"0 Stoneybrook Avenue, Excelsior, San Francisco",3/1/2020 - 3/8/2020,610,433,857,10.17
295,1277,"300 Hayes Street, Civic Center, San Francisco",1271,"200 Bacon Street, Excelsior, San Francisco",3/1/2020 - 3/8/2020,530,373,752,8.83
296,1277,"300 Hayes Street, Civic Center, San Francisco",1272,"500 Moscow Street, Excelsior, San Francisco",3/1/2020 - 3/8/2020,981,748,1286,16.35
297,1277,"300 Hayes Street, Civic Center, San Francisco",1273,"200 Naglee Avenue, Outer Mission, San Francisco",3/1/2020 - 3/8/2020,801,569,1125,13.35
298,1277,"300 Hayes Street, Civic Center, San Francisco",1275,"0 McLaren Avenue, Sea Cliff, San Francisco",3/1/2020 - 3/8/2020,1006,774,1306,16.77
299,1277,"300 Hayes Street, Civic Center, San Francisco",1276,"1100 Golden Gate Avenue, Western Addition, San Francisco",3/1/2020 - 3/8/2020,192,92,399,3.2
300,1277,"300 Hayes Street, Civic Center, San Francisco",1277,"300 Hayes Street, Civic Center, San Francisco",3/1/2020 - 3/8/2020,124,48,317,2.07
301,1277,"300 Hayes Street, Civic Center, San Francisco",1278,"100 Noe Street, The Castro, San Francisco",3/1/2020 - 3/8/2020,321,221,464,5.35
302,1277,"300 Hayes Street, Civic Center, San Francisco",1279,"1100 Folsom Street, South of Market, San Francisco",3/1/2020 - 3/8/2020,296,183,478,4.93
303,1277,"300 Hayes Street, Civic Center, San Francisco",1280,"300 Church Street, Mission District, San Francisco",3/1/2020 - 3/8/2020,353,245,507,5.88
304,1277,"300 Hayes Street, Civic Center, San Francisco",1281,"700 Guerrero Street, Mission Dolores, San Francisco",3/1/2020 - 3/8/2020,445,327,604,7.42
305,1277,"300 Hayes Street, Civic Center, San Francisco",1282,"1600 Church Street, Noe Valley, San Francisco",3/1/2020 - 3/8/2020,790,612,1019,13.17
306,1277,"300 Hayes Street, Civic Center, San Francisco",1291,"1500 Balboa Street, Richmond District, San Francisco",3/1/2020 - 3/8/2020,723,541,964,12.05
307,1277,"300 Hayes Street, Civic Center, San Francisco",1292,"1300 Wright Loop, Presidio, San Francisco",3/1/2020 - 3/8/2020,823,605,1118,13.72
308,1277,"300 Hayes Street, Civic Center, San Francisco",1293,"400 Moraga Street, Sunset District, San Francisco",3/1/2020 - 3/8/2020,777,573,1051,12.95
309,1277,"300 Hayes Street, Civic Center, San Francisco",1294,"600 Panorama Drive, Midtown Terrace, San Francisco",3/1/2020 - 3/8/2020,926,717,1195,15.43
310,1277,"300 Hayes Street, Civic Center, San Francisco",1295,"0 Avoca Alley, West of Twin Peaks, San Francisco",3/1/2020 - 3/8/2020,1061,790,1424,17.68
311,1277,"300 Hayes Street, Civic Center, San Francisco",1296,"1300 22nd Avenue, Sunset District, San Francisco",3/1/2020 - 3/8/2020,739,544,1003,12.32
312,1277,"300 Hayes Street, Civic Center, San Francisco",1297,"100 Font Boulevard, Lakeshore, San Francisco",3/1/2020 - 3/8/2020,1172,867,1582,19.53
313,1277,"300 Hayes Street, Civic Center, San Francisco",1298,"200 3rd Avenue, Richmond District, San Francisco",3/1/2020 - 3/8/2020,665,509,868,11.08
314,1277,"300 Hayes Street, Civic Center, San Francisco",1299,"8700 Mission Rock Street, South of Market, San Francisco",3/1/2020 - 3/8/2020,576,398,831,9.6
315,1277,"300 Hayes Street, Civic Center, San Francisco",1300,"200 John F Kennedy Drive, Golden Gate Park, San Francisco",3/1/2020 - 3/8/2020,409,256,652,6.82
316,1277,"300 Hayes Street, Civic Center, San Francisco",1302,"Tasman Drive, Santa Clara",3/1/2020 - 3/8/2020,2892,2297,3640,48.2
317,1277,"300 Hayes Street, Civic Center, San Francisco",1304,"2300 Lafayette Street, Santa Clara",3/1/2020 - 3/8/2020,2960,2389,3666,49.33
318,1277,"300 Hayes Street, Civic Center, San Francisco",1309,"300 Kiely Boulevard, West San Jose, San Jose",3/1/2020 - 3/8/2020,3359,2781,4055,55.98
319,1277,"300 Hayes Street, Civic Center, San Francisco",1311,"4600 Alex Drive, West San Jose, San Jose",3/1/2020 - 3/8/2020,3043,2654,3488,50.72
320,1277,"300 Hayes Street, Civic Center, San Francisco",1329,"1100 Archer Way, San Tomas, Campbell",3/1/2020 - 3/8/2020,3057,2657,3516,50.95
321,1277,"300 Hayes Street, Civic Center, San Francisco",1332,"100 Los Patios, Los Gatos",3/1/2020 - 3/8/2020,3141,2721,3625,52.35
322,1277,"300 Hayes Street, Civic Center, San Francisco",1333,"21800 Lomita Avenue, Cupertino",3/1/2020 - 3/8/2020,2832,2375,3376,47.2
323,1277,"300 Hayes Street, Civic Center, San Francisco",1337,"1100 Jamestown Drive, Sunnyvale West, Sunnyvale",3/1/2020 - 3/8/2020,2769,2179,3518,46.15
